Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
401,John Kuhn,PIT,24,FB,9,0,1,1,100.0%,15,15.0,0,1,100.0,15,15.0,0.1,1.7,0,KuhnJo00
402,Nate Lawrie,NOR,25,TE,7,0,2,1,50.0%,17,17.0,0,1,50.0,17,8.5,0.1,2.4,0,LawrNa00
403,Derrick Lewis,HOU,31,WR,4,0,1,1,100.0%,5,5.0,0,0,0.0,5,5.0,0.3,1.3,0,LewiDe00
404,Corey McIntyre,NOR,27,FB,4,0,2,1,50.0%,10,10.0,0,1,50.0,10,5.0,0.3,2.5,0,McInCo00
405,Dave Moore*,TAM,37,TE,13,0,1,1,100.0%,9,9.0,0,0,0.0,9,9.0,0.1,0.7,1,MoorDa00
406,Lance Moore,NOR,23,WR,4,0,3,1,33.3%,10,10.0,0,1,33.3,10,3.3,0.3,2.5,0,MoorLa00
407,Ryan Neufeld,BUF,31,TE,9,0,1,1,100.0%,4,4.0,1,1,100.0,4,4.0,0.1,0.4,0,NeufRy00
408,Josh Parry,SEA,28,RB,8,0,2,1,50.0%,11,11.0,0,1,50.0,11,5.5,0.1,1.4,0,ParrJo00
409,David Patten,WAS,32,WR,5,0,4,1,25.0%,25,25.0,0,1,25.0,25,6.3,0.2,5.0,0,PattDa00
410,Jerry Porter,OAK,28,WR,4,0,4,1,25.0%,19,19.0,0,1,25.0,19,4.8,0.3,4.8,0,PortJe00
411,Eric Shelton,CAR,23,RB,9,0,1,1,100.0%,6,6.0,0,1,100.0,6,6.0,0.1,0.7,0,ShelEr00
412,Jerald Sowell,TAM,32,FB,11,0,1,1,100.0%,6,6.0,0,0,0.0,6,6.0,0.1,0.5,0,SoweJe00
413,Michael Vick,ATL,26,QB,16,16,1,1,100.0%,1,1.0,0,0,0.0,1,1.0,0.1,0.1,9,VickMi00
414,Cooper Wallace,TEN,24,TE,2,1,1,1,100.0%,6,6.0,0,0,0.0,6,6.0,0.5,3.0,0,WallCo00
415,Todd Yoder,WAS,28,TE,14,0,3,1,33.3%,4,4.0,1,1,33.3,4,1.3,0.1,0.3,0,YodeTo00
416,Walter Young,PIT,27,WR,2,0,1,1,100.0%,17,17.0,0,1,100.0,17,17.0,0.5,8.5,0,YounWa00
417,Billy Bajema,SFO,24,TE,16,6,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,BajeBi00
418,James Dearth,NYJ,30,LS,16,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,DearJa00
419,Todd Devoe,DEN,26,WR,1,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,DevoTo00
420,Jay Feely,NYG,30,K,16,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0,feelyjay01
421,Geoff Hangartner,CAR,24,C,16,15,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,HangGe20
422,Devin Hester*+,CHI,24,PR,16,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,8,HestDe99
423,Adam Jennings,ATL,24,WR,15,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0,JennAd00
424,Charlie Johnson,IND,22,T,16,1,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,JohnCh23
425,Darcy Johnson,NYG,23,TE,1,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,JohnDa03
426,Nate Kaeding*,SDG,24,K,16,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0,kaedinat01
427,Kevin Kasper,DET,29,WR,1,1,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,KaspKe00
428,Dane Looker,STL,30,WR,16,0,2,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,1,LookDa00
429,Nick Mangold,NYJ,22,C,16,16,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,1,MangNi20
430,Ryan Moats,PHI,24,RB,8,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0,MoatRy00
431,Mike Nugent,NYJ,24,K,16,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0,nugenmik01
432,Kassim Osgood*,SDG,26,WR,16,0,2,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,OsgoKa00
433,Chad Owens,JAX,24,WR,4,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0,OwenCh00
434,Chad Pennington,NYJ,30,QB,16,16,1,0,0.0%,7,,0,0,0.0,7,7.0,0.0,0.4,7,PennCh01
435,Jason Peters,BUF,24,LT/RT,16,16,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0,PeteJa21
436,Ed Reed*+,BAL,28,FS,16,16,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0,ReedEd00
437,Cory Ross,BAL,24,RB,4,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,1,RossCo00
438,Grey Ruegamer,NYG,30,G,16,1,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0,RuegGr20
439,Brian Russell,CLE,28,FS,12,12,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0,RussBr20
440,Chad Slaughter,OAK,28,LT,15,6,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,SlauCh20
441,Mike Smith,BAL,25,LB,8,1,2,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,SmitMi22
442,Paul Smith,STL,28,RB,10,3,2,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0,SmitPa00
443,Lee Suggs,MIA,26,RB,4,0,1,0,0.0%,13,,0,0,0.0,13,13.0,0.0,3.3,0,SuggLe00
444,Robert Tate,ARI,33,DB,9,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,TateRo00
445,Stacy Tutt,NYJ,24,RB,2,0,2,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,TuttSt00
446,Marcus Vick,MIA,22,WR,1,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,,VickMa20
447,Mike Vrabel,NWE,31,ROLB/RILB,16,16,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0,VrabMi20
