Marcedes Lewis|2010,Marcedes Lewis,JAX,JAX|2010,2010,173.4,3,11.6,6,3.2,26,5,15,100.0%,-,-,-,306,27.0%,82,6,-,54,-,674,629,250,879,9,35,1,1,-,5,0,20.4,5.5,3.6,44.9,41.9,16.7,58.6,0.60,2.3,-,0.27,2.20,2.06,18.7%,65.9%,7.6%,-,12.5,74.9,1.52,16.8%,7.7,-,-,28.5%,39.80%,1.07,18.0,111.5,81.0,8.5%,-,-,-,444,477,2197,13,495,439,3216,3738,25,54,674,9,0,-,0.73,18.0,0.33,0,3.6,44.9,0.60,-,-,1.20,-,5,33.3%,7,46.7%,14,93.3%,1,1,5,5.9%,5.9%,29.4%,2006,1,28
Vernon Davis|2010,Vernon Davis,SF,SF|2010,2010,172.8,4,11.5,7,3.3,26,5,15,100.0%,-,-,-,441,51.8%,87,17,-,53,-,818,892,359,1251,6,32,0,0,-,6,1,29.4,5.8,3.5,54.5,59.5,23.9,83.4,0.40,2.1,-,0.20,1.85,2.02,19.0%,60.9%,21.0%,-,15.4,136.3,1.74,23.9%,10.3,-,-,29.9%,45.20%,0.92,37.6,118.2,74.7,10.2%,-,-,-,471,376,1557,8,441,459,3337,3734,17,53,818,6,0,-,0.97,37.6,0.71,1,3.5,54.5,0.40,-,-,2.50,-,6,40.0%,9,60.0%,10,66.7%,3,5,8,21.4%,35.7%,57.1%,2006,1,6
Chris Cooley|2010,Chris Cooley,WAS,WAS|2010,2010,169.6,5,11.3,8,2.4,28,7,15,100.0%,-,-,-,518,21.9%,119,4,-,72,-,796,738,363,1101,3,37,3,1,-,8,1,34.5,7.9,4.8,53.1,49.2,24.2,73.4,0.20,2.5,-,0.23,1.54,1.42,21.6%,60.5%,3.6%,-,11.1,265.3,1.42,15.9%,6.2,-,-,18.0%,43.50%,1.08,7.5,87.5,62.2,10.0%,-,-,-,561,331,1394,9,430,552,3925,4648,19,72,796,3,0,-,0.89,7.5,0.10,1,4.8,53.1,0.20,-,-,0.50,-,2,13.3%,9,60.0%,13,86.7%,2,5,6,22.2%,55.6%,66.7%,2004,3,81
Kellen Winslow|2010,Kellen Winslow,TB,TB|2010,2010,163.2,6,10.9,9,2.6,27,7,15,100.0%,-,-,-,439,48.2%,95,9,-,63,-,702,847,213,1060,5,35,1,0,-,3,0,29.3,6.3,4.2,46.8,56.5,14.2,70.7,0.33,2.3,-,0.22,1.60,1.93,20.7%,66.3%,10.6%,-,11.1,140.4,1.50,19.9%,8.9,-,-,21.0%,44.90%,0.83,29.3,113.1,80.0,4.5%,-,-,-,467,407,1917,9,433,460,3309,4263,24,63,702,5,0,-,0.80,29.3,0.46,0,4.2,46.8,0.33,-,-,2.00,-,2,13.3%,8,53.3%,12,80.0%,2,4,6,20.0%,40.0%,60.0%,2004,1,6
Brandon Pettigrew|2010,Brandon Pettigrew,DET,DET|2010,2010,162.3,7,10.8,10,2.4,25,2,15,100.0%,-,-,-,452,10.3%,105,3,-,68,-,703,611,340,951,4,33,0,0,-,11,0,30.1,7.0,4.5,46.9,40.7,22.7,63.4,0.27,2.2,-,0.23,1.56,1.35,18.0%,64.8%,3.1%,-,10.3,175.8,1.18,14.2%,5.8,-,-,17.4%,36.90%,1.15,19.4,100.2,56.4,13.9%,-,-,-,594,377,1506,10,480,584,3743,4292,25,68,703,4,0,-,0.72,19.4,0.29,0,4.5,46.9,0.27,-,-,1.30,-,2,13.3%,9,60.0%,12,80.0%,0,2,4,0.0%,28.6%,57.1%,2009,1,20
Tony Gonzalez|2010,Tony Gonzalez,ATL,ATL|2010,2010,154.3,8,10.3,12,2.4,34,14,15,100.0%,-,-,-,504,54.9%,100,5,-,64,-,603,771,182,953,5,36,0,0,-,6,0,33.6,6.7,4.3,40.2,51.4,12.1,63.5,0.33,2.4,-,0.20,1.20,1.53,18.7%,64.0%,5.1%,-,9.4,120.6,1.12,16.9%,7.7,-,-,18.3%,39.90%,0.78,22.0,82.1,65.1,8.6%,-,-,-,539,465,1792,13,513,535,3469,4559,26,64,603,5,0,-,0.60,22.0,0.34,0,4.3,40.2,0.33,-,-,1.50,-,4,26.7%,5,33.3%,12,80.0%,12,14,14,70.6%,82.4%,82.4%,1997,1,13
Dustin Keller|2010,Dustin Keller,NYJ,NYJ|2010,2010,153.7,9,10.2,13,2.8,25,3,15,100.0%,-,-,-,460,36.6%,100,8,-,55,-,687,861,214,1075,5,33,0,0,-,9,0,30.7,6.7,3.7,45.8,57.4,14.3,71.7,0.33,2.2,-,0.22,1.49,1.87,19.9%,55.0%,8.6%,-,12.5,137.4,1.35,18.3%,8.6,-,-,24.3%,42.60%,0.80,8.8,91.1,63.3,14.1%,-,-,-,510,484,2098,12,566,503,3301,4702,18,55,687,5,0,-,0.69,8.8,0.16,0,3.7,45.8,0.33,-,-,0.60,-,3,20.0%,5,33.3%,10,66.7%,0,3,4,0.0%,60.0%,80.0%,2008,1,30
Zach Miller|2010,Zach Miller,LV,LV|2010,2010,150.4,10,10.7,11,2.7,24,4,14,93.3%,-,-,-,368,17.0%,87,9,-,55,-,654,651,260,911,5,35,1,0,-,5,0,26.3,6.2,3.9,46.7,46.5,18.6,65.1,0.36,2.5,-,0.24,1.78,1.77,20.4%,63.2%,10.7%,-,11.9,130.8,1.52,18.2%,7.5,-,-,26.2%,43.30%,1.00,16.8,94.1,80.4,8.3%,-,-,-,431,441,2173,17,501,427,3082,3583,16,55,654,5,0,-,0.75,16.8,0.30,0,3.9,46.7,0.36,-,-,1.20,-,4,28.6%,6,42.9%,10,71.4%,0,3,4,0.0%,37.5%,50.0%,2007,2,6
Ben Watson|2010,Ben Watson,CLE,CLE|2010,2010,148.5,11,9.9,16,2.4,29,7,15,100.0%,-,-,-,405,23.6%,90,9,-,61,-,696,837,231,1068,3,37,0,0,4,4,0,27.0,6.0,4.1,46.4,55.8,15.4,71.2,0.20,2.5,0.3,0.22,1.72,2.07,21.2%,67.8%,10.5%,-,11.4,232.0,1.60,23.8%,9.3,-,0.0%,24.1%,48.50%,0.83,16.3,87.3,77.1,6.2%,-,-,-,435,396,1603,13,447,425,2993,3511,12,62,695,3,0,4,0.84,15.0,0.24,0,4.1,46.3,0.20,0.3,6.5%,1.00,-,3,20.0%,7,46.7%,9,60.0%,0,3,8,0.0%,18.8%,50.0%,2004,1,32
Aaron Hernandez|2010,Aaron Hernandez,NE,NE|2010,2010,142.0,12,10.1,14,3.0,20,1,14,93.3%,-,-,-,295,52.8%,64,6,-,45,-,563,452,291,743,6,27,0,0,5,9,0,21.1,4.6,3.2,40.2,32.3,20.8,53.1,0.43,1.9,0.4,0.22,1.91,1.53,14.3%,70.3%,9.4%,-,12.5,93.8,1.25,12.8%,7.1,-,0.0%,17.6%,30.50%,1.25,31.4,128.6,68.8,16.7%,-,-,-,451,368,1575,17,408,446,3561,3541,31,48,610,6,0,8,0.74,34.7,0.72,0,3.4,43.6,0.43,0.6,16.7%,2.50,-,4,28.6%,7,50.0%,11,78.6%,1,2,3,33.3%,66.7%,100.0%,2010,4,113
Jacob Tamme|2010,Jacob Tamme,IND,IND|2010,2010,140.4,13,15.6,2,2.3,25,3,9,60.0%,-,-,-,324,24.2%,84,5,-,60,-,564,576,270,846,4,31,0,0,-,4,0,36.0,9.3,6.7,62.7,64.0,30.0,94.0,0.44,3.4,-,0.26,1.74,1.78,21.9%,71.4%,6.2%,-,9.4,141.0,1.47,17.5%,6.9,-,-,22.3%,45.10%,0.98,17.5,93.9,81.3,6.3%,-,-,-,384,214,813,8,249,384,2520,3290,18,60,564,4,0,-,0.94,17.5,0.29,0,6.7,62.7,0.44,-,-,1.90,-,4,44.4%,6,66.7%,9,100.0%,0,0,3,0.0%,0.0%,33.3%,2008,4,127
Rob Gronkowski|2010,Rob Gronkowski,NE,NE|2010,2010,132.4,14,8.8,17,3.7,21,1,15,100.0%,-,-,-,246,27.7%,49,6,-,36,-,444,444,160,604,9,24,1,1,-,2,0,16.4,3.3,2.4,29.6,29.6,10.7,40.3,0.60,1.6,-,0.20,1.80,1.80,10.4%,73.5%,12.8%,-,12.3,49.3,0.93,11.8%,9.1,-,-,19.2%,23.80%,1.00,35.0,144.9,78.4,5.3%,-,-,-,478,409,1792,18,449,473,3701,3765,34,36,444,9,0,-,0.50,35.0,0.97,0,2.4,29.6,0.60,-,-,2.30,-,3,20.0%,5,33.3%,8,53.3%,5,8,10,41.7%,66.7%,83.3%,2010,2,42
Jermaine Gresham|2010,Jermaine Gresham,CIN,CIN|2010,2010,123.1,15,8.2,20,2.4,22,1,15,100.0%,-,-,-,378,12.7%,83,1,-,52,-,471,305,362,667,4,26,2,1,-,8,1,25.2,5.5,3.5,31.4,20.3,24.1,44.5,0.27,1.7,-,0.22,1.25,0.81,15.3%,62.7%,1.3%,-,9.1,117.8,0.86,6.5%,3.7,-,-,14.4%,27.50%,1.54,-4.9,86.0,59.8,13.3%,-,-,-,545,397,1432,8,439,542,3683,4699,25,52,471,4,0,-,0.50,-4.9,-0.09,1,3.5,31.4,0.27,-,-,-0.30,-,1,6.7%,4,26.7%,9,60.0%,0,1,5,0.0%,11.1%,55.6%,2010,1,21
Todd Heap|2010,Todd Heap,BAL,BAL|2010,2010,121.6,16,10.1,15,3.3,30,10,12,80.0%,-,-,-,284,36.6%,60,7,-,37,-,546,603,181,784,5,29,1,0,-,3,0,23.7,5.0,3.1,45.5,50.3,15.1,65.3,0.42,2.4,-,0.21,1.92,2.12,15.0%,61.7%,13.2%,-,14.8,109.2,1.37,16.9%,10.1,-,-,22.3%,34.30%,0.91,35.2,134.6,75.4,7.5%,-,-,-,400,359,1301,8,422,400,2995,3565,19,37,546,5,0,-,0.72,35.2,0.95,0,3.1,45.5,0.42,-,-,2.90,-,2,16.7%,6,50.0%,9,75.0%,4,5,8,33.3%,41.7%,66.7%,2001,1,31
Tony Moeaki|2010,Tony Moeaki,KC,KC|2010,2010,117.9,17,8.4,18,2.6,23,1,14,93.3%,-,-,-,322,31.6%,67,4,-,46,-,539,571,179,750,3,30,0,0,-,4,0,23.0,4.8,3.3,38.5,40.8,12.8,53.6,0.21,2.1,-,0.21,1.67,1.77,16.5%,68.7%,6.5%,-,11.7,179.7,1.30,16.6%,8.5,-,-,15.4%,36.40%,0.94,24.3,109.5,75.8,8.0%,-,-,-,415,498,2353,10,585,406,2854,3441,25,46,539,3,0,-,0.59,24.3,0.53,0,3.3,38.5,0.21,-,-,1.70,-,0,0.0%,4,28.6%,10,71.4%,0,0,1,0.0%,0.0%,16.7%,2010,3,93
Brent Celek|2010,Brent Celek,PHI,PHI|2010,2010,117.1,18,8.4,19,2.8,25,4,14,93.3%,-,-,-,403,16.2%,79,12,-,42,-,511,690,238,928,4,23,0,0,-,6,0,28.8,5.6,3.0,36.5,49.3,17.0,66.3,0.29,1.6,-,0.20,1.27,1.71,16.6%,53.2%,16.4%,-,12.2,127.8,1.05,15.9%,8.7,-,-,14.1%,36.00%,0.74,11.9,86.0,59.5,12.5%,-,-,-,487,374,2055,16,386,477,3795,4345,27,42,511,4,0,-,0.59,11.9,0.28,0,3.0,36.5,0.29,-,-,0.80,-,0,0.0%,6,42.9%,9,64.3%,1,2,5,9.1%,18.2%,45.5%,2007,5,162
Anthony Fasano|2010,Anthony Fasano,MIA,MIA|2010,2010,115.8,19,7.7,25,3.0,26,5,15,100.0%,-,-,-,345,18.2%,60,3,-,39,-,528,483,198,681,4,29,0,0,-,2,0,23.0,4.0,2.6,35.2,32.2,13.2,45.4,0.27,1.9,-,0.17,1.53,1.40,11.7%,65.0%,5.5%,-,13.5,132.0,1.01,11.2%,8.1,-,-,20.0%,25.30%,1.09,27.6,117.8,72.0,4.9%,-,-,-,521,428,1602,8,487,515,3512,4294,16,39,528,4,0,-,0.56,27.6,0.71,0,2.6,35.2,0.27,-,-,1.80,-,2,13.3%,3,20.0%,10,66.7%,0,0,3,0.0%,0.0%,25.0%,2006,2,53
Kevin Boss|2010,Kevin Boss,NYG,NYG|2010,2010,111.2,20,7.9,23,3.4,26,4,14,93.3%,-,-,-,325,15.7%,65,4,-,33,-,502,542,241,783,5,21,1,1,-,11,0,23.2,4.6,2.4,35.9,38.7,17.2,55.9,0.36,1.5,-,0.20,1.54,1.67,13.5%,50.8%,6.5%,-,15.2,100.4,1.03,12.5%,8.3,-,-,15.9%,29.00%,0.93,-4.6,93.6,54.6,25.0%,-,-,-,486,423,1998,16,468,481,3598,4343,28,33,502,5,0,-,0.55,-4.6,-0.14,0,2.4,35.9,0.36,-,-,-0.30,-,2,14.3%,4,28.6%,8,57.1%,0,0,3,0.0%,0.0%,50.0%,2007,5,153
Visanthe Shiancoe|2010,Visanthe Shiancoe,MIN,MIN|2010,2010,108.7,21,7.8,24,2.4,30,8,14,93.3%,-,-,-,345,13.7%,76,11,-,45,-,517,698,173,871,2,21,0,0,-,4,0,24.6,5.4,3.2,36.9,49.9,12.4,62.2,0.14,1.5,-,0.22,1.50,2.02,16.8%,59.2%,15.3%,-,11.5,258.5,1.14,17.8%,9.2,-,-,16.1%,37.60%,0.74,0.3,70.2,63.8,8.2%,-,-,-,454,389,1773,15,439,452,3064,3932,13,45,517,2,0,-,0.61,0.3,0.01,0,3.2,36.9,0.14,-,-,0.00,-,2,14.3%,4,28.6%,9,64.3%,0,2,4,0.0%,18.2%,36.4%,2003,3,27
Joel Dreessen|2010,Joel Dreessen,HOU,HOU|2010,2010,102.8,22,7.3,27,3.0,28,6,14,93.3%,-,-,-,287,9.2%,53,2,-,34,-,468,450,154,604,4,23,1,1,-,2,0,20.5,3.8,2.4,33.4,32.1,11.0,43.1,0.29,1.6,-,0.18,1.63,1.57,10.1%,64.2%,4.2%,-,13.8,117.0,0.87,11.0%,8.5,-,-,14.9%,22.80%,1.04,22.0,129.5,69.0,5.6%,-,-,-,535,344,1541,14,435,527,4010,4084,22,34,468,4,0,-,0.53,22.0,0.65,0,2.4,33.4,0.29,-,-,1.60,-,2,14.3%,4,28.6%,8,57.1%,0,0,1,0.0%,0.0%,11.1%,2005,6,198
Greg Olsen|2010,Greg Olsen,CHI,CHI|2010,2010,101.5,23,6.8,29,2.8,25,4,15,100.0%,-,-,-,349,34.0%,64,10,-,36,-,375,569,147,716,5,21,2,1,-,1,0,23.3,4.3,2.4,25.0,37.9,9.8,47.7,0.33,1.4,-,0.18,1.07,1.63,15.3%,56.3%,17.9%,-,10.4,75.0,0.88,14.8%,8.9,-,-,16.7%,33.30%,0.66,6.5,91.5,67.5,2.7%,-,-,-,427,394,1506,10,433,419,3229,3848,23,36,375,5,0,-,0.46,6.5,0.18,0,2.4,25.0,0.33,-,-,0.40,-,0,0.0%,3,20.0%,10,66.7%,3,7,12,21.4%,50.0%,85.7%,2007,1,31
Jeremy Shockey|2010,Jeremy Shockey,NO,NO|2010,2010,99.8,24,7.7,26,2.4,30,9,13,86.7%,-,-,-,272,33.7%,59,3,-,41,-,408,486,121,607,3,22,0,0,-,3,0,20.9,4.5,3.2,31.4,37.4,9.3,46.7,0.23,1.7,-,0.22,1.50,1.79,11.2%,69.5%,5.4%,-,10.0,136.0,0.76,12.4%,8.2,-,-,11.1%,25.40%,0.84,16.1,103.9,68.3,6.8%,-,-,-,538,308,1220,6,402,529,3690,3904,27,41,408,3,0,-,0.48,16.1,0.39,0,3.2,31.4,0.23,-,-,1.20,-,1,7.7%,3,23.1%,8,61.5%,3,6,10,30.0%,60.0%,100.0%,2002,1,14
Bo Scaife|2010,Bo Scaife,TEN,TEN|2010,2010,89.8,25,6.9,28,2.5,29,6,13,86.7%,-,-,-,267,31.1%,52,4,-,36,-,318,325,95,420,4,17,2,1,-,4,0,20.5,4.0,2.8,24.5,25.0,7.3,32.3,0.31,1.3,-,0.19,1.19,1.22,14.1%,69.2%,8.2%,-,8.8,79.5,0.85,8.4%,6.3,-,-,17.5%,27.10%,0.98,11.1,117.6,52.7,10.0%,-,-,-,374,336,1472,11,372,368,2506,3854,18,36,318,4,0,-,0.45,11.1,0.31,0,2.8,24.5,0.31,-,-,0.90,-,2,15.4%,4,30.8%,5,38.5%,0,1,4,0.0%,16.7%,66.7%,2005,6,179
Dallas Clark|2010,Dallas Clark,IND,IND|2010,2010,89.7,26,15.0,4,2.4,31,8,6,40.0%,-,-,-,222,21.4%,53,2,-,37,-,347,382,133,515,3,21,0,0,-,4,0,37.0,8.8,6.2,57.8,63.7,22.2,85.8,0.50,3.5,-,0.24,1.56,1.72,20.9%,69.8%,3.9%,-,9.4,115.7,1.37,16.7%,7.2,-,-,20.6%,43.00%,0.91,18.2,110.5,66.7,9.8%,-,-,-,254,154,569,5,174,254,1916,2285,13,37,347,3,0,-,0.85,18.2,0.49,0,6.2,57.8,0.50,-,-,3.00,-,3,50.0%,4,66.7%,6,100.0%,3,3,8,27.3%,27.3%,72.7%,2003,1,24
Heath Miller|2010,Heath Miller,PIT,PIT|2010,2010,87.7,27,6.7,30,2.3,27,6,13,86.7%,-,-,-,313,20.8%,60,4,-,38,-,457,539,186,725,1,20,1,1,-,0,0,24.1,4.6,2.9,35.2,41.5,14.3,55.8,0.08,1.5,-,0.19,1.46,1.72,16.4%,63.3%,7.0%,-,12.0,457.0,1.23,15.0%,9.0,-,-,10.3%,35.20%,0.85,7.5,82.3,71.2,0.0%,-,-,-,372,389,1555,12,419,365,3043,3589,18,38,457,1,0,-,0.60,7.5,0.20,0,2.9,35.2,0.08,-,-,0.60,-,0,0.0%,1,7.7%,9,69.2%,1,4,10,9.1%,36.4%,90.9%,2005,1,30
Jimmy Graham|2010,Jimmy Graham,NO,NO|2010,2010,87.4,28,7.9,22,2.9,23,1,11,73.3%,-,-,-,150,36.6%,42,5,-,29,-,341,359,130,489,4,19,1,0,1,3,0,13.6,3.8,2.6,31.0,32.6,11.8,44.5,0.36,1.7,0.1,0.28,2.27,2.39,9.3%,69.0%,12.5%,-,11.8,85.3,0.74,9.7%,8.5,-,0.0%,13.1%,20.70%,0.95,17.0,110.5,73.9,9.4%,-,-,-,463,266,1169,8,339,454,3349,3703,25,30,344,4,0,2,0.47,17.5,0.58,0,2.7,31.3,0.36,0.2,6.7%,1.60,-,1,9.1%,5,45.5%,6,54.5%,5,8,10,41.7%,66.7%,83.3%,2010,3,95
Daniel Fells|2010,Daniel Fells,LA,LA|2010,2010,85.2,29,5.7,35,2.2,26,5,15,100.0%,-,-,-,293,25.7%,60,0,-,38,-,352,251,243,494,2,22,0,0,-,3,0,19.5,4.0,2.5,23.5,16.7,16.2,32.9,0.13,1.5,-,0.20,1.20,0.86,11.0%,63.3%,0.0%,-,9.3,176.0,0.64,6.9%,4.2,-,-,10.8%,21.30%,1.40,4.8,96.0,60.8,7.3%,-,-,-,554,414,1531,9,460,547,3357,3651,18,38,352,2,0,-,0.36,4.8,0.13,0,2.5,23.5,0.13,-,-,0.30,-,1,6.7%,1,6.7%,7,46.7%,0,0,0,0.0%,0.0%,0.0%,2006,UDFA,UDFA
Owen Daniels|2010,Owen Daniels,HOU,HOU|2010,2010,79.9,30,8.0,21,2.4,27,5,10,66.7%,-,-,-,308,15.9%,63,2,-,33,-,409,493,200,693,1,22,0,0,-,4,0,30.8,6.3,3.3,40.9,49.3,20.0,69.3,0.10,2.2,-,0.20,1.33,1.60,16.6%,52.4%,3.6%,-,12.4,409.0,1.07,16.5%,7.8,-,-,10.5%,36.50%,0.83,6.0,65.3,65.9,10.8%,-,-,-,384,240,1184,11,303,379,2767,2981,16,33,409,1,0,-,0.66,6.0,0.18,0,3.3,40.9,0.10,-,-,0.60,-,1,10.0%,3,30.0%,6,60.0%,1,3,8,10.0%,30.0%,80.0%,2006,4,98
Tony Scheffler|2010,Tony Scheffler,DET,DET|2010,2010,77.8,31,5.6,36,2.0,27,5,14,93.3%,-,-,-,257,41.3%,65,3,-,39,-,328,482,134,616,1,21,0,0,-,3,0,18.4,4.6,2.8,23.4,34.4,9.6,44.0,0.07,1.5,-,0.25,1.28,1.88,12.1%,60.0%,5.0%,-,8.4,328.0,0.60,12.3%,7.4,-,-,6.8%,26.70%,0.68,-9.4,56.8,68.7,7.1%,-,-,-,548,350,1377,8,442,538,3458,3919,24,39,328,1,0,-,0.37,-9.4,-0.24,0,2.8,23.4,0.07,-,-,-0.70,-,0,0.0%,3,21.4%,5,35.7%,0,0,3,0.0%,0.0%,37.5%,2006,2,61
John Carlson|2010,John Carlson,SEA,SEA|2010,2010,67.5,32,5.2,38,2.3,26,3,13,86.7%,-,-,-,357,18.3%,55,4,-,30,-,315,451,125,576,1,12,0,0,-,5,0,27.5,4.2,2.3,24.2,34.7,9.6,44.3,0.08,0.9,-,0.15,0.88,1.26,12.8%,54.5%,8.0%,-,10.5,315.0,0.72,12.2%,8.2,-,-,10.1%,27.70%,0.70,-14.5,60.0,49.0,14.3%,-,-,-,436,297,1038,10,336,431,2830,3705,11,30,315,1,0,-,0.43,-14.5,-0.48,0,2.3,24.2,0.08,-,-,-1.10,-,0,0.0%,2,15.4%,4,30.8%,0,1,2,0.0%,14.3%,28.6%,2008,2,38
Dave Thomas|2010,Dave Thomas,NO,NO|2010,2010,63.9,33,5.3,37,2.1,27,5,12,80.0%,-,-,-,226,25.8%,46,1,-,30,-,219,217,132,349,2,11,0,0,-,1,0,18.8,3.8,2.5,18.3,18.1,11.0,29.1,0.17,0.9,-,0.20,0.97,0.96,9.6%,65.2%,2.4%,-,7.3,109.5,0.45,6.0%,4.7,-,-,6.9%,18.60%,1.01,1.4,89.3,61.1,3.2%,-,-,-,486,298,1229,8,377,477,3576,3633,26,30,219,2,0,-,0.28,1.4,0.05,0,2.5,18.3,0.17,-,-,0.10,-,0,0.0%,1,8.3%,6,50.0%,0,0,0,0.0%,0.0%,0.0%,2006,3,22
Fred Davis|2010,Fred Davis,WAS,WAS|2010,2010,60.6,34,5.1,40,3.2,24,3,12,80.0%,-,-,-,152,7.5%,28,3,-,19,-,296,202,163,365,2,9,0,0,-,3,0,12.7,2.3,1.6,24.7,16.8,13.6,30.4,0.17,0.8,-,0.18,1.95,1.33,6.5%,67.9%,11.5%,-,15.6,148.0,0.68,5.7%,7.2,-,-,12.0%,13.70%,1.47,16.9,136.1,57.6,13.6%,-,-,-,437,272,1199,9,349,432,3075,3566,14,19,296,2,0,-,0.42,16.9,0.89,0,1.6,24.7,0.17,-,-,1.40,-,0,0.0%,1,8.3%,7,58.3%,0,1,2,0.0%,16.7%,33.3%,2008,2,48
Delanie Walker|2010,Delanie Walker,SF,SF|2010,2010,59.2,35,4.9,41,1.9,26,5,12,80.0%,-,-,-,181,45.9%,42,5,-,28,-,314,248,155,403,0,12,1,1,4,4,0,15.1,3.5,2.3,26.2,20.7,12.9,33.6,0.00,1.0,0.3,0.23,1.73,1.37,11.7%,66.7%,13.2%,-,11.2,-,0.86,8.7%,5.9,-,0.0%,6.0%,23.70%,1.27,4.5,97.9,62.9,12.5%,-,-,-,367,301,1226,8,350,358,2636,2858,11,31,332,0,0,6,0.50,4.8,0.15,0,2.6,27.7,0.00,0.5,19.4%,0.40,-,1,8.3%,2,16.7%,4,33.3%,3,5,5,21.4%,35.7%,35.7%,2006,6,175
Jared Cook|2010,Jared Cook,TEN,TEN|2010,2010,58.3,36,5.8,33,2.7,23,2,10,66.7%,-,-,-,125,52.8%,36,4,-,22,-,303,402,90,492,1,15,0,0,-,3,0,12.5,3.6,2.2,30.3,40.2,9.0,49.2,0.10,1.5,-,0.29,2.42,3.22,12.1%,61.1%,11.4%,-,13.8,303.0,1.00,12.5%,11.2,-,-,11.1%,26.90%,0.75,10.4,64.3,73.2,12.0%,-,-,-,304,224,994,7,257,298,2097,3215,13,22,303,1,0,-,0.57,10.4,0.47,0,2.2,30.3,0.10,-,-,1.00,-,0,0.0%,1,10.0%,5,50.0%,1,2,9,7.7%,15.4%,69.2%,2009,3,89
Jermichael Finley|2010,Jermichael Finley,GB,GB|2010,2010,57.1,37,14.3,5,2.7,23,3,4,26.7%,-,-,-,114,37.9%,26,3,-,21,-,301,264,96,360,1,12,0,0,-,0,0,28.5,6.5,5.3,75.3,66.0,24.0,90.0,0.25,3.0,-,0.23,2.64,2.32,22.0%,80.8%,12.0%,-,14.3,301.0,2.47,20.9%,10.2,-,-,22.3%,47.60%,1.14,19.4,113.5,82.2,0.0%,-,-,-,122,96,378,4,93,118,940,1266,8,21,301,1,0,-,1.38,19.4,0.92,0,5.3,75.3,0.25,-,-,4.80,-,1,25.0%,3,75.0%,4,100.0%,0,1,3,0.0%,16.7%,50.0%,2008,3,91
Martellus Bennett|2010,Martellus Bennett,DAL,DAL|2010,2010,55.9,38,4.0,49,1.8,23,3,14,93.3%,-,-,-,153,16.0%,45,1,-,31,-,249,163,171,334,0,11,1,0,-,3,0,10.9,3.2,2.2,17.8,11.6,12.2,23.9,0.00,0.8,-,0.29,1.63,1.07,8.7%,68.9%,2.4%,-,8.0,-,0.47,4.5%,3.6,-,-,3.2%,16.10%,1.53,-10.1,68.5,57.8,8.8%,-,-,-,525,364,1493,9,417,520,3923,3659,25,31,249,0,0,-,0.28,-10.1,-0.33,0,2.2,17.8,0.00,-,-,-0.70,-,0,0.0%,1,7.1%,3,21.4%,1,4,5,10.0%,40.0%,50.0%,2008,2,61
Dante Rosario|2010,Dante Rosario,CAR,CAR|2010,2010,54.3,39,3.6,53,1.8,25,4,15,100.0%,-,-,-,343,41.6%,56,4,-,30,-,245,343,126,469,0,15,0,0,2,4,0,22.9,3.7,2.0,16.3,22.9,8.4,31.3,0.00,1.0,0.1,0.16,0.71,1.00,12.8%,53.6%,7.7%,-,8.2,-,0.54,10.8%,6.1,-,0.0%,5.0%,26.80%,0.71,-23.4,45.8,53.5,11.8%,-,-,-,450,409,1709,7,478,436,2453,3179,8,31,243,0,0,2,0.28,-24.3,-0.78,0,2.1,16.2,0.00,0.1,6.5%,-1.60,-,0,0.0%,0,0.0%,2,13.3%,0,0,0,0.0%,0.0%,0.0%,2007,5,155
Evan Moore|2010,Evan Moore,CLE,CLE|2010,2010,52.2,40,5.8,34,3.3,25,3,9,60.0%,-,-,-,153,50.9%,26,8,-,16,-,322,391,89,480,1,11,1,1,-,2,0,17.0,2.9,1.8,35.8,43.4,9.9,53.3,0.11,1.2,-,0.17,2.10,2.56,9.4%,61.5%,30.8%,-,20.1,322.0,1.13,16.4%,15.0,-,-,15.0%,25.50%,0.82,12.2,117.8,67.7,11.1%,-,-,-,285,252,987,11,284,278,2041,2385,7,16,322,1,0,-,0.60,12.2,0.76,0,1.8,35.8,0.11,-,-,1.40,-,0,0.0%,3,33.3%,4,44.4%,0,0,0,0.0%,0.0%,0.0%,2008,UDFA,UDFA
Randy McMichael|2010,Randy McMichael,LAC,LAC|2010,2010,49.9,41,3.8,51,2.8,31,9,13,86.7%,-,-,-,197,24.0%,25,2,-,18,-,199,183,74,257,2,14,0,0,-,1,0,15.2,1.9,1.4,15.3,14.1,5.7,19.8,0.15,1.1,-,0.13,1.01,0.93,5.6%,72.0%,8.3%,-,11.1,99.5,0.44,4.9%,7.3,-,-,6.6%,11.80%,1.09,9.1,109.5,70.8,5.3%,-,-,-,457,358,1315,11,465,447,3850,3770,25,18,199,2,0,-,0.24,9.1,0.51,0,1.4,15.3,0.15,-,-,0.70,-,1,7.7%,2,15.4%,3,23.1%,2,5,6,18.2%,45.5%,54.5%,2002,4,16
